id,gene_name,gene_id_ensembl101,gene_type,entrez_id
ENSG00000243504,RPS23P1,ENSG00000243504,processed_pseudogene,93948
ENSG00000257550,AC023509.2,ENSG00000257550,lncRNA,
ENSG00000226906,TTTY4,ENSG00000226906,lncRNA,114761
ENSG00000112306,RPS12,ENSG00000112306,protein_coding,6206
ENSG00000275398,,,,
ENSG00000255062,AP001318.2,ENSG00000255062,lncRNA,
ENSG00000207945,,,,
ENSG00000273751,,,,
ENSG00000278428,AC022709.1,ENSG00000278428,unprocessed_pseudogene,
ENSG00000118508,RAB32,ENSG00000118508,protein_coding,10981
ENSG00000224520,KRT8P45,ENSG00000224520,processed_pseudogene,149501
ENSG00000248740,LINC02428,ENSG00000248740,lncRNA,101929448
ENSG00000116962,NID1,ENSG00000116962,protein_coding,4811
ENSG00000201557,SNORD114-15,ENSG00000201557,snoRNA,767593
ENSG00000171989,LDHAL6B,ENSG00000171989,protein_coding,92483
ENSG00000181038,METTL23,ENSG00000181038,protein_coding,124512
ENSG00000125462,C1orf61,ENSG00000125462,protein_coding,10485
ENSG00000266052,MIR4500,ENSG00000266052,miRNA,100616182
ENSG00000174950,CD164L2,ENSG00000174950,protein_coding,388611
ENSG00000228801,AC064807.1,ENSG00000228801,lncRNA,
ENSG00000224347,SCEL-AS1,ENSG00000224347,lncRNA,104355296
ENSG00000256596,AC026358.1,ENSG00000256596,lncRNA,
ENSG00000277524,AC009014.3,ENSG00000277524,misc_RNA,
ENSG00000207956,MIR579,ENSG00000207956,miRNA,693164
ENSG00000225106,AL162457.2,ENSG00000225106,lncRNA,
ENSG00000255366,AC120036.4,ENSG00000255366,lncRNA,
ENSG00000234145,NAP1L4P3,ENSG00000234145,processed_pseudogene,730174
ENSG00000164749,HNF4G,ENSG00000164749,protein_coding,3174
ENSG00000211678,IGLJ3,ENSG00000211678,IG_J_gene,28831
ENSG00000256577,AC007406.4,ENSG00000256577,lncRNA,
ENSG00000226419,SLC16A1-AS1,ENSG00000226419,lncRNA,100506392
ENSG00000261505,AL031714.1,ENSG00000261505,lncRNA,
ENSG00000279607,AL358613.2,ENSG00000279607,lncRNA,
ENSG00000138796,HADH,ENSG00000138796,protein_coding,3033
ENSG00000170615,SLC26A5,ENSG00000170615,protein_coding,375611
ENSG00000222685,RN7SKP119,ENSG00000222685,misc_RNA,106481749
ENSG00000230573,LINC02639,ENSG00000230573,lncRNA,105376365
ENSG00000152433,ZNF547,ENSG00000152433,protein_coding,284306
ENSG00000278737,AC013553.4,ENSG00000278737,lncRNA,
ENSG00000226425,AL358613.1,ENSG00000226425,lncRNA,
ENSG00000131885,KRT17P1,ENSG00000131885,transcribed_unprocessed_pseudogene,147228
ENSG00000259737,AC087516.2,ENSG00000259737,lncRNA,
ENSG00000187955,COL14A1,ENSG00000187955,protein_coding,7373
ENSG00000198171,DDRGK1,ENSG00000198171,protein_coding,65992
ENSG00000275000,,,,
ENSG00000207549,MIR521-2,ENSG00000207549,miRNA,574481
ENSG00000156697,UTP14A,ENSG00000156697,protein_coding,10813
ENSG00000204160,ZDHHC18,ENSG00000204160,protein_coding,84243
ENSG00000253273,AC022826.1,ENSG00000253273,unprocessed_pseudogene,
ENSG00000252870,AP003179.1,ENSG00000252870,snoRNA,
ENSG00000233379,AL139002.1,ENSG00000233379,lncRNA,
ENSG00000222955,RNA5SP265,ENSG00000222955,rRNA_pseudogene,100873518
ENSG00000153936,HS2ST1,ENSG00000153936,protein_coding,9653
ENSG00000087086,FTL,ENSG00000087086,protein_coding,2512
ENSG00000231022,RPS3AP9,ENSG00000231022,processed_pseudogene,100271129
ENSG00000116212,LRRC42,ENSG00000116212,protein_coding,115353
ENSG00000252860,RNU6-570P,ENSG00000252860,snRNA,106481361
ENSG00000081051,AFP,ENSG00000081051,protein_coding,174
ENSG00000263179,HNRNPCP4,ENSG00000263179,processed_pseudogene,100421828
ENSG00000269506,AC110792.2,ENSG00000269506,lncRNA,
ENSG00000241399,CD302,ENSG00000241399,protein_coding,9936
ENSG00000185728,YTHDF3,ENSG00000185728,protein_coding,253943
ENSG00000254467,AP002765.1,ENSG00000254467,lncRNA,
ENSG00000198125,MB,ENSG00000198125,protein_coding,4151
ENSG00000223643,BX284668.1,ENSG00000223643,lncRNA,
ENSG00000201218,,,,
ENSG00000266255,MIR4475,ENSG00000266255,miRNA,100616289
ENSG00000071082,RPL31,ENSG00000071082,protein_coding,6160
ENSG00000211867,TRAJ22,ENSG00000211867,TR_J_gene,28733
ENSG00000277516,AL590410.1,ENSG00000277516,unprocessed_pseudogene,
ENSG00000231725,VN1R110P,ENSG00000231725,processed_pseudogene,100312803
ENSG00000266473,AC007448.4,ENSG00000266473,lncRNA,
ENSG00000211642,IGLV10-54,ENSG00000211642,IG_V_gene,28772
ENSG00000121361,KCNJ8,ENSG00000121361,protein_coding,3764
ENSG00000227743,AC004875.1,ENSG00000227743,lncRNA,
ENSG00000277721,,,,
ENSG00000232254,CSF2RBP1,ENSG00000232254,unprocessed_pseudogene,23772
ENSG00000260629,BGLT3,ENSG00000260629,lncRNA,103344929
ENSG00000225809,RBMY2KP,ENSG00000225809,unprocessed_pseudogene,140100
ENSG00000273858,AC140113.4,ENSG00000273858,processed_pseudogene,
ENSG00000251366,DBIP2,ENSG00000251366,processed_pseudogene,1623
ENSG00000257915,GLULP5,ENSG00000257915,processed_pseudogene,100421694
ENSG00000237742,AL365259.1,ENSG00000237742,lncRNA,
ENSG00000217165,ANKRD18EP,ENSG00000217165,processed_pseudogene,100131031
ENSG00000168967,PMCHL1,ENSG00000168967,transcribed_unprocessed_pseudogene,5369
ENSG00000226707,AL359458.1,ENSG00000226707,lncRNA,
ENSG00000277818,,,,
ENSG00000257199,AC025161.1,ENSG00000257199,processed_pseudogene,
ENSG00000160049,DFFA,ENSG00000160049,protein_coding,1676
ENSG00000243584,AC068769.1,ENSG00000243584,processed_pseudogene,
ENSG00000229643,LINC00280,ENSG00000229643,lncRNA,100873964
ENSG00000235554,AC005822.1,ENSG00000235554,processed_pseudogene,
ENSG00000253206,AC090155.1,ENSG00000253206,lncRNA,
ENSG00000204257,HLA-DMA,ENSG00000204257,protein_coding,3108
ENSG00000232413,AL589923.1,ENSG00000232413,lncRNA,
ENSG00000272202,AC097358.2,ENSG00000272202,lncRNA,
ENSG00000225003,OR51A5P,ENSG00000225003,unprocessed_pseudogene,79525
ENSG00000261868,MFSD1P1,ENSG00000261868,processed_pseudogene,100313532
ENSG00000260177,AC126696.1,ENSG00000260177,lncRNA,
ENSG00000159387,IRX6,ENSG00000159387,protein_coding,79190
ENSG00000275034,TP53TG3E,ENSG00000275034,protein_coding,729355
ENSG00000253841,AC024681.1,ENSG00000253841,processed_pseudogene,
ENSG00000198049,AVPR1B,ENSG00000198049,protein_coding,553
ENSG00000259871,AC130456.1,ENSG00000259871,lncRNA,
ENSG00000257809,AC034102.5,ENSG00000257809,lncRNA,
ENSG00000155070,UNC93B2,ENSG00000155070,processed_pseudogene,641922
ENSG00000143149,ALDH9A1,ENSG00000143149,protein_coding,223
ENSG00000137502,RAB30,ENSG00000137502,protein_coding,27314
ENSG00000258500,AL845552.1,ENSG00000258500,transcribed_processed_pseudogene,
ENSG00000248162,CHORDC1P3,ENSG00000248162,processed_pseudogene,
ENSG00000221888,OR1C1,ENSG00000221888,protein_coding,26188
ENSG00000142686,C1orf216,ENSG00000142686,protein_coding,127703
ENSG00000264136,MIR3689D2,ENSG00000264136,miRNA,100616344
ENSG00000162877,PM20D1,ENSG00000162877,protein_coding,148811
ENSG00000231678,AL358779.1,ENSG00000231678,lncRNA,
ENSG00000256646,AC010132.3,ENSG00000256646,protein_coding,
ENSG00000249041,AC009567.1,ENSG00000249041,lncRNA,
ENSG00000254960,KIRREL3-AS2,ENSG00000254960,lncRNA,100874251
ENSG00000223774,AL513217.1,ENSG00000223774,lncRNA,
ENSG00000264243,AC018521.3,ENSG00000264243,lncRNA,
ENSG00000276242,,,,
ENSG00000270506,AC021646.1,ENSG00000270506,processed_pseudogene,
ENSG00000227718,AC016730.1,ENSG00000227718,lncRNA,
ENSG00000233173,VN1R34P,ENSG00000233173,unitary_pseudogene,100129587
ENSG00000267697,,,,
ENSG00000265533,AC114689.3,ENSG00000265533,lncRNA,
ENSG00000280225,AC237221.2,ENSG00000280225,TEC,
ENSG00000260810,AL135818.2,ENSG00000260810,lncRNA,
ENSG00000248330,LINC00613,ENSG00000248330,lncRNA,100507528
ENSG00000177192,PUS1,ENSG00000177192,protein_coding,80324
ENSG00000176101,SSNA1,ENSG00000176101,protein_coding,8636
ENSG00000225012,AL121872.1,ENSG00000225012,lncRNA,
ENSG00000262112,AC015912.1,ENSG00000262112,lncRNA,
ENSG00000270008,AL137247.2,ENSG00000270008,lncRNA,
ENSG00000273949,,,,
ENSG00000172322,CLEC12A,ENSG00000172322,protein_coding,160364
ENSG00000259403,AC020704.1,ENSG00000259403,lncRNA,
ENSG00000224349,FAM135A-AS1,ENSG00000224349,lncRNA,105377849
ENSG00000279990,RPSAP68,ENSG00000279990,processed_pseudogene,100996520
ENSG00000266469,AC005288.1,ENSG00000266469,lncRNA,
ENSG00000253680,AC093331.1,ENSG00000253680,processed_pseudogene,
ENSG00000215302,AC127502.1,ENSG00000215302,transcribed_unprocessed_pseudogene,
ENSG00000197808,ZNF461,ENSG00000197808,protein_coding,92283
ENSG00000214825,EI24P3,ENSG00000214825,processed_pseudogene,100131881
ENSG00000155093,PTPRN2,ENSG00000155093,protein_coding,5799
ENSG00000160392,C19orf47,ENSG00000160392,protein_coding,126526
ENSG00000206598,RNU6-1286P,ENSG00000206598,snRNA,106481586
ENSG00000163359,COL6A3,ENSG00000163359,protein_coding,1293
ENSG00000248505,LINC02380,ENSG00000248505,lncRNA,101928851
ENSG00000277465,AL137067.1,ENSG00000277465,misc_RNA,
ENSG00000279149,AL356750.1,ENSG00000279149,TEC,
ENSG00000280231,AL031719.2,ENSG00000280231,TEC,
ENSG00000270178,AC007687.1,ENSG00000270178,lncRNA,
ENSG00000266560,MAGEA10-MAGEA5,ENSG00000266560,lncRNA,100533997
ENSG00000257790,EIF4A1P4,ENSG00000257790,processed_pseudogene,728698
ENSG00000200757,SNORD115-16,ENSG00000200757,snoRNA,100033454
ENSG00000164338,UTP15,ENSG00000164338,protein_coding,84135
ENSG00000217889,KRT18P48,ENSG00000217889,processed_pseudogene,340598
ENSG00000085449,WDFY1,ENSG00000085449,protein_coding,57590
ENSG00000253855,AC245187.1,ENSG00000253855,lncRNA,
ENSG00000229981,LINC01435,ENSG00000229981,lncRNA,103695365
ENSG00000240481,RN7SL38P,ENSG00000240481,misc_RNA,106480932
ENSG00000279567,AC005703.4,ENSG00000279567,TEC,
ENSG00000230261,OR52J2P,ENSG00000230261,unprocessed_pseudogene,79529
ENSG00000279846,AC015660.4,ENSG00000279846,TEC,
ENSG00000267040,AC027097.1,ENSG00000267040,lncRNA,
ENSG00000277387,MIR8058,ENSG00000277387,miRNA,102465863
ENSG00000175336,APOF,ENSG00000175336,protein_coding,319
ENSG00000105409,ATP1A3,ENSG00000105409,protein_coding,478
ENSG00000216560,LINC00955,ENSG00000216560,lncRNA,285492
ENSG00000248767,FOXL3,ENSG00000248767,protein_coding,
ENSG00000219699,AL356432.2,ENSG00000219699,unprocessed_pseudogene,
ENSG00000120280,CXorf21,ENSG00000120280,protein_coding,80231
ENSG00000184785,SMIM10,ENSG00000184785,protein_coding,644538
ENSG00000231368,RPSAP40,ENSG00000231368,processed_pseudogene,100270917
ENSG00000251081,AC104663.1,ENSG00000251081,lncRNA,
ENSG00000133393,CEP20,ENSG00000133393,protein_coding,
ENSG00000187815,ZFP69,ENSG00000187815,protein_coding,339559
ENSG00000234578,AL355483.3,ENSG00000234578,lncRNA,
ENSG00000237821,AC083873.1,ENSG00000237821,processed_pseudogene,
ENSG00000276204,BX005195.1,ENSG00000276204,processed_pseudogene,
ENSG00000230411,OR3D1P,ENSG00000230411,unprocessed_pseudogene,504175
ENSG00000198203,SULT1C2,ENSG00000198203,protein_coding,27233
ENSG00000151914,DST,ENSG00000151914,protein_coding,667
ENSG00000231473,RB1-DT,ENSG00000231473,lncRNA,100862704
ENSG00000256574,OR13A1,ENSG00000256574,protein_coding,79290
ENSG00000222031,AC023469.1,ENSG00000222031,lncRNA,
ENSG00000278376,AP004609.3,ENSG00000278376,lncRNA,
ENSG00000211454,AKR7L,ENSG00000211454,polymorphic_pseudogene,246181
ENSG00000230848,AL360268.2,ENSG00000230848,lncRNA,
ENSG00000265529,,,,
ENSG00000091879,ANGPT2,ENSG00000091879,protein_coding,285
ENSG00000226261,PIMREGP1,ENSG00000226261,processed_pseudogene,
ENSG00000232100,LINC01653,ENSG00000232100,lncRNA,101929631
ENSG00000179532,DNHD1,ENSG00000179532,protein_coding,144132
ENSG00000279025,AL356863.1,ENSG00000279025,TEC,
ENSG00000200237,AC008752.1,ENSG00000200237,snoRNA,
ENSG00000133048,CHI3L1,ENSG00000133048,protein_coding,1116
ENSG00000128607,KLHDC10,ENSG00000128607,protein_coding,23008
ENSG00000230405,RPS3AP52,ENSG00000230405,processed_pseudogene,100873818
ENSG00000070018,LRP6,ENSG00000070018,protein_coding,4040
ENSG00000253098,RNU7-161P,ENSG00000253098,snRNA,106480452
ENSG00000223962,UBBP3,ENSG00000223962,processed_pseudogene,23667
ENSG00000232136,DUXAP7,ENSG00000232136,processed_pseudogene,503636
ENSG00000263540,MIR5582,ENSG00000263540,miRNA,100847020
ENSG00000240096,AL132838.1,ENSG00000240096,processed_pseudogene,
ENSG00000102317,RBM3,ENSG00000102317,protein_coding,5935
ENSG00000143324,XPR1,ENSG00000143324,protein_coding,9213
ENSG00000237707,AL031726.1,ENSG00000237707,lncRNA,
ENSG00000200942,RNU6-501P,ENSG00000200942,snRNA,106481339
ENSG00000221745,MIR1197,ENSG00000221745,miRNA,100302250
ENSG00000143398,PIP5K1A,ENSG00000143398,protein_coding,8394
ENSG00000248813,AC022447.3,ENSG00000248813,lncRNA,
ENSG00000135040,NAA35,ENSG00000135040,protein_coding,60560
ENSG00000276032,,,,
ENSG00000237085,AC127391.1,ENSG00000237085,processed_pseudogene,
ENSG00000141040,ZNF287,ENSG00000141040,protein_coding,57336
ENSG00000134242,PTPN22,ENSG00000134242,protein_coding,26191
ENSG00000148218,ALAD,ENSG00000148218,protein_coding,210
ENSG00000184009,ACTG1,ENSG00000184009,protein_coding,71
ENSG00000135926,TMBIM1,ENSG00000135926,protein_coding,64114
ENSG00000253146,CIR1P1,ENSG00000253146,processed_pseudogene,100131740
ENSG00000238797,AC021148.2,ENSG00000238797,misc_RNA,
ENSG00000239300,AC080162.1,ENSG00000239300,lncRNA,
ENSG00000226814,AL035407.1,ENSG00000226814,processed_pseudogene,
ENSG00000264242,,,,
ENSG00000252015,RNU6-904P,ENSG00000252015,snRNA,106479966
ENSG00000281765,,,,
ENSG00000219410,AC125494.1,ENSG00000219410,lncRNA,
ENSG00000268316,AC006272.1,ENSG00000268316,lncRNA,
ENSG00000226527,AP000289.1,ENSG00000226527,lncRNA,
ENSG00000258336,DUX4L52,ENSG00000258336,processed_pseudogene,106480354
ENSG00000225125,RANP4,ENSG00000225125,processed_pseudogene,100130621
ENSG00000281066,,,,
ENSG00000257057,C11orf97,ENSG00000257057,protein_coding,643037
ENSG00000222068,RN7SKP154,ENSG00000222068,misc_RNA,106480881
ENSG00000258931,AC100836.1,ENSG00000258931,lncRNA,
ENSG00000279357,AC007224.2,ENSG00000279357,TEC,
ENSG00000179542,SLITRK4,ENSG00000179542,protein_coding,139065
ENSG00000137714,FDX1,ENSG00000137714,protein_coding,2230
ENSG00000148468,FAM171A1,ENSG00000148468,protein_coding,221061
ENSG00000263204,,,,
ENSG00000240549,THOC7-AS1,ENSG00000240549,lncRNA,100874039
ENSG00000256733,AP003721.2,ENSG00000256733,lncRNA,
ENSG00000238066,AC005002.2,ENSG00000238066,processed_pseudogene,
ENSG00000269967,AL136115.2,ENSG00000269967,lncRNA,
ENSG00000271134,IFITM3P9,ENSG00000271134,processed_pseudogene,
ENSG00000278261,SNORD1A,ENSG00000278261,snoRNA,677848
ENSG00000250101,AC106795.3,ENSG00000250101,lncRNA,
ENSG00000115042,FAHD2A,ENSG00000115042,protein_coding,51011
ENSG00000163485,ADORA1,ENSG00000163485,protein_coding,134
ENSG00000272817,AL359198.1,ENSG00000272817,lncRNA,
ENSG00000276639,MIR7154,ENSG00000276639,miRNA,102465691
ENSG00000201433,RNU6-335P,ENSG00000201433,snRNA,106479715
ENSG00000258952,SALRNA1,ENSG00000258952,lncRNA,104548971
ENSG00000265775,AC004147.5,ENSG00000265775,lncRNA,
ENSG00000253982,AC100810.1,ENSG00000253982,lncRNA,
ENSG00000259700,AC012379.2,ENSG00000259700,lncRNA,
ENSG00000242797,GLYCTK-AS1,ENSG00000242797,lncRNA,100874110
ENSG00000272659,,,,
ENSG00000179523,EIF3J-DT,ENSG00000179523,lncRNA,645212
ENSG00000263096,AC007638.2,ENSG00000263096,lncRNA,
ENSG00000256482,AC023796.2,ENSG00000256482,lncRNA,
ENSG00000168275,COA6,ENSG00000168275,protein_coding,388753
ENSG00000074047,GLI2,ENSG00000074047,protein_coding,2736
ENSG00000110080,ST3GAL4,ENSG00000110080,protein_coding,6484
ENSG00000277322,GOLGA6L6,ENSG00000277322,protein_coding,727832
ENSG00000238765,RNA5SP57,ENSG00000238765,rRNA_pseudogene,106480754
ENSG00000207588,MIR593,ENSG00000207588,miRNA,693178
ENSG00000277738,AC126175.2,ENSG00000277738,lncRNA,
ENSG00000251017,AC093677.1,ENSG00000251017,processed_pseudogene,
ENSG00000251775,AC114748.1,ENSG00000251775,snoRNA,
ENSG00000149091,DGKZ,ENSG00000149091,protein_coding,8525
ENSG00000255367,AC127526.2,ENSG00000255367,lncRNA,
ENSG00000270987,AL133338.2,ENSG00000270987,processed_pseudogene,
ENSG00000252636,RNU6-826P,ENSG00000252636,snRNA,106479931
ENSG00000084652,TXLNA,ENSG00000084652,protein_coding,200081
ENSG00000230040,LINC00364,ENSG00000230040,lncRNA,100874145
ENSG00000252931,RNU6-231P,ENSG00000252931,snRNA,106481251
ENSG00000267312,AC015911.4,ENSG00000267312,processed_pseudogene,
ENSG00000131263,RLIM,ENSG00000131263,protein_coding,51132
ENSG00000176753,C15orf56,ENSG00000176753,lncRNA,644809
ENSG00000234902,AC007879.3,ENSG00000234902,lncRNA,
ENSG00000145283,SLC10A6,ENSG00000145283,protein_coding,345274
ENSG00000267382,AC010928.1,ENSG00000267382,transcribed_unprocessed_pseudogene,
ENSG00000243902,ELFN2,ENSG00000243902,lncRNA,114794
ENSG00000226389,MAPK6P6,ENSG00000226389,processed_pseudogene,282967
ENSG00000242960,FTH1P23,ENSG00000242960,processed_pseudogene,100420300
ENSG00000250686,KHDRBS2-OT1,ENSG00000250686,lncRNA,
ENSG00000165527,ARF6,ENSG00000165527,protein_coding,382
ENSG00000129968,ABHD17A,ENSG00000129968,protein_coding,81926
ENSG00000255484,LINC02764,ENSG00000255484,lncRNA,387810
ENSG00000254793,FDPSP4,ENSG00000254793,processed_pseudogene,2228
ENSG00000237540,RPL36AP36,ENSG00000237540,processed_pseudogene,644834
ENSG00000249476,AC008467.1,ENSG00000249476,lncRNA,
ENSG00000226395,MRPS21P5,ENSG00000226395,processed_pseudogene,359769
ENSG00000205634,LINC00898,ENSG00000205634,lncRNA,400932
ENSG00000179085,DPM3,ENSG00000179085,protein_coding,54344
ENSG00000263499,AC007431.1,ENSG00000263499,lncRNA,
ENSG00000135454,B4GALNT1,ENSG00000135454,protein_coding,2583
ENSG00000232887,AC006466.1,ENSG00000232887,processed_pseudogene,
ENSG00000211724,TRBV6-6,ENSG00000211724,TR_V_gene,28601
ENSG00000267712,LINC01539,ENSG00000267712,lncRNA,100505474
ENSG00000269403,AC008750.7,ENSG00000269403,protein_coding,
ENSG00000149596,JPH2,ENSG00000149596,protein_coding,57158
ENSG00000254696,,,,
ENSG00000221685,,,,
ENSG00000152620,NADK2,ENSG00000152620,protein_coding,133686
ENSG00000096401,CDC5L,ENSG00000096401,protein_coding,988
ENSG00000234355,FTH1P27,ENSG00000234355,unprocessed_pseudogene,100270709
ENSG00000137075,RNF38,ENSG00000137075,protein_coding,152006
ENSG00000274186,RN7SL248P,ENSG00000274186,misc_RNA,106479312
ENSG00000165521,EML5,ENSG00000165521,protein_coding,161436
ENSG00000276331,,,,
ENSG00000250853,RNF138P1,ENSG00000250853,processed_pseudogene,379013
ENSG00000181472,ZBTB2,ENSG00000181472,protein_coding,57621
ENSG00000184937,WT1,ENSG00000184937,protein_coding,7490
ENSG00000138286,FAM149B1,ENSG00000138286,protein_coding,317662
ENSG00000111049,MYF5,ENSG00000111049,protein_coding,4617
ENSG00000258998,LINC02302,ENSG00000258998,lncRNA,101927351
ENSG00000222958,MIR1913,ENSG00000222958,miRNA,100302141
ENSG00000234349,GLUD1P9,ENSG00000234349,processed_pseudogene,100131281
ENSG00000163554,SPTA1,ENSG00000163554,protein_coding,6708
ENSG00000186715,MST1L,ENSG00000186715,transcribed_unprocessed_pseudogene,11223
ENSG00000125871,MGME1,ENSG00000125871,protein_coding,92667
ENSG00000252855,,,,
ENSG00000221310,,,,
ENSG00000275464,FP565260.1,ENSG00000275464,protein_coding,
ENSG00000254069,AC134698.4,ENSG00000254069,processed_pseudogene,
ENSG00000215277,RNF212B,ENSG00000215277,protein_coding,100507650
ENSG00000271798,SNORA51,ENSG00000271798,snoRNA,677831
ENSG00000206976,AC087441.1,ENSG00000206976,snoRNA,
ENSG00000135503,ACVR1B,ENSG00000135503,protein_coding,91
ENSG00000238456,RNU6-1014P,ENSG00000238456,snRNA,106480013
ENSG00000237709,EEF1A1P28,ENSG00000237709,processed_pseudogene,442709
ENSG00000172689,MS4A10,ENSG00000172689,protein_coding,341116
ENSG00000200047,RN7SKP115,ENSG00000200047,misc_RNA,106479146
ENSG00000267368,UPK3BL1,ENSG00000267368,protein_coding,100134938
ENSG00000227109,CRIP1P3,ENSG00000227109,processed_pseudogene,106479040
ENSG00000119707,RBM25,ENSG00000119707,protein_coding,58517
ENSG00000236901,MIR600HG,ENSG00000236901,lncRNA,81571
ENSG00000225216,AC007362.1,ENSG00000225216,lncRNA,
ENSG00000257062,AC022335.1,ENSG00000257062,protein_coding,
ENSG00000276164,DUX4L20,ENSG00000276164,unprocessed_pseudogene,102723538
ENSG00000204866,IGFL2,ENSG00000204866,protein_coding,147920
ENSG00000235653,AC007253.1,ENSG00000235653,processed_pseudogene,
ENSG00000250129,AC116424.1,ENSG00000250129,lncRNA,
ENSG00000256137,AC117373.1,ENSG00000256137,lncRNA,
ENSG00000272209,AL023583.1,ENSG00000272209,lncRNA,
ENSG00000198443,KRTAP4-1,ENSG00000198443,protein_coding,85285
ENSG00000258858,AL583722.3,ENSG00000258858,lncRNA,
ENSG00000230918,DPP4-DT,ENSG00000230918,lncRNA,100131604
ENSG00000235738,AC092647.4,ENSG00000235738,processed_pseudogene,
ENSG00000236890,AC016027.5,ENSG00000236890,processed_pseudogene,
ENSG00000260113,AC093249.1,ENSG00000260113,processed_pseudogene,
ENSG00000238092,CEACAMP6,ENSG00000238092,unprocessed_pseudogene,1094
ENSG00000200057,RN7SKP63,ENSG00000200057,misc_RNA,106479123
ENSG00000259573,NMNAT1P5,ENSG00000259573,processed_pseudogene,100129256
ENSG00000113520,IL4,ENSG00000113520,protein_coding,3565
ENSG00000072422,RHOBTB1,ENSG00000072422,protein_coding,9886
ENSG00000264189,AIDAP3,ENSG00000264189,processed_pseudogene,
ENSG00000117691,NENF,ENSG00000117691,protein_coding,29937
ENSG00000179826,MRGPRX3,ENSG00000179826,protein_coding,117195
ENSG00000150347,ARID5B,ENSG00000150347,protein_coding,84159
ENSG00000227014,FKBP14-AS1,ENSG00000227014,lncRNA,
ENSG00000241144,RN7SL728P,ENSG00000241144,misc_RNA,106481857
ENSG00000225649,AC064875.1,ENSG00000225649,lncRNA,
ENSG00000214357,NEURL1B,ENSG00000214357,protein_coding,54492
ENSG00000281676,,,,
ENSG00000180871,CXCR2,ENSG00000180871,protein_coding,3579
ENSG00000253582,AC090579.1,ENSG00000253582,lncRNA,
ENSG00000134551,PRH2,ENSG00000134551,protein_coding,5555
ENSG00000231490,RPL7L1P2,ENSG00000231490,processed_pseudogene,100420155
ENSG00000213934,HBG1,ENSG00000213934,protein_coding,3047
ENSG00000276418,AC036214.3,ENSG00000276418,protein_coding,
ENSG00000232750,AL139132.1,ENSG00000232750,processed_pseudogene,
ENSG00000274248,AJ011932.1,ENSG00000274248,lncRNA,
ENSG00000129845,TTTY1,ENSG00000129845,lncRNA,100101116
ENSG00000181211,HECW1-IT1,ENSG00000181211,lncRNA,100127950
ENSG00000175198,PCCA,ENSG00000175198,protein_coding,5095
ENSG00000172531,PPP1CA,ENSG00000172531,protein_coding,5499
ENSG00000231856,AL162377.1,ENSG00000231856,lncRNA,
ENSG00000137073,UBAP2,ENSG00000137073,protein_coding,55833
ENSG00000133119,RFC3,ENSG00000133119,protein_coding,5983
ENSG00000276399,FLJ36000,ENSG00000276399,lncRNA,284124
ENSG00000163701,IL17RE,ENSG00000163701,protein_coding,132014
ENSG00000281485,,,,
ENSG00000272934,AL390726.3,ENSG00000272934,lncRNA,
ENSG00000251569,AC093899.2,ENSG00000251569,protein_coding,
ENSG00000275910,AC138932.5,ENSG00000275910,lncRNA,
ENSG00000277505,AC116165.1,ENSG00000277505,unprocessed_pseudogene,
ENSG00000130766,SESN2,ENSG00000130766,protein_coding,83667
ENSG00000221305,MIR548I3,ENSG00000221305,miRNA,100302186
ENSG00000179133,C10orf67,ENSG00000179133,protein_coding,256815
ENSG00000245849,RAD51-AS1,ENSG00000245849,lncRNA,100505648
ENSG00000181939,OR4C15,ENSG00000181939,protein_coding,81309
ENSG00000233417,AC004946.1,ENSG00000233417,lncRNA,
ENSG00000274272,AC069281.2,ENSG00000274272,lncRNA,
ENSG00000260737,LINC01227,ENSG00000260737,lncRNA,101928276
ENSG00000272219,AC005072.1,ENSG00000272219,lncRNA,
ENSG00000115274,INO80B,ENSG00000115274,protein_coding,83444
ENSG00000271123,ELOCP5,ENSG00000271123,processed_pseudogene,100288493
ENSG00000225536,STIP1P3,ENSG00000225536,processed_pseudogene,441505
ENSG00000250229,AC111193.1,ENSG00000250229,processed_pseudogene,
ENSG00000229835,KHSRPP1,ENSG00000229835,processed_pseudogene,402359
ENSG00000260690,CYCSP39,ENSG00000260690,processed_pseudogene,342358
ENSG00000267909,CCDC177,ENSG00000267909,protein_coding,56936
ENSG00000278730,AC005332.6,ENSG00000278730,lncRNA,
ENSG00000264570,SNX19P3,ENSG00000264570,processed_pseudogene,646442
ENSG00000255288,AL358944.2,ENSG00000255288,processed_pseudogene,
ENSG00000196968,FUT11,ENSG00000196968,protein_coding,170384
ENSG00000219074,SOD1P1,ENSG00000219074,processed_pseudogene,106479055
ENSG00000189050,RNFT1,ENSG00000189050,protein_coding,51136
ENSG00000130829,DUSP9,ENSG00000130829,protein_coding,1852
ENSG00000241661,PPP1R2P6,ENSG00000241661,processed_pseudogene,100130972
ENSG00000259661,AC068831.3,ENSG00000259661,lncRNA,
ENSG00000257128,AC006197.1,ENSG00000257128,processed_pseudogene,
ENSG00000123454,DBH,ENSG00000123454,protein_coding,1621
ENSG00000224509,MRPS9-AS2,ENSG00000224509,lncRNA,102724691
ENSG00000093072,ADA2,ENSG00000093072,protein_coding,6871
ENSG00000268931,AC136469.1,ENSG00000268931,lncRNA,
ENSG00000176378,PFN1P10,ENSG00000176378,processed_pseudogene,767853
ENSG00000229821,AC103925.1,ENSG00000229821,lncRNA,
ENSG00000270745,AL731768.1,ENSG00000270745,processed_pseudogene,
