id,gene_name,gene_id_ensembl101,gene_type,entrez_id
ENSG00000150768,DLAT,ENSG00000150768,protein_coding,1737
ENSG00000211566,,,,
ENSG00000207204,RNU6-393P,ENSG00000207204,snRNA,106481302
ENSG00000171532,NEUROD2,ENSG00000171532,protein_coding,4761
ENSG00000222713,RN7SKP51,ENSG00000222713,misc_RNA,106479117
ENSG00000225462,FDPSP1,ENSG00000225462,processed_pseudogene,343332
ENSG00000233309,RPS6P12,ENSG00000233309,processed_pseudogene,100270867
ENSG00000234564,HSPA8P20,ENSG00000234564,processed_pseudogene,100129231
ENSG00000231849,UBE2V2P4,ENSG00000231849,processed_pseudogene,106480802
ENSG00000233214,AC002511.2,ENSG00000233214,lncRNA,
ENSG00000249937,LINC02223,ENSG00000249937,lncRNA,646241
ENSG00000199512,RNU6-212P,ENSG00000199512,snRNA,106481243
ENSG00000183055,FAM133CP,ENSG00000183055,processed_pseudogene,728640
ENSG00000101040,ZMYND8,ENSG00000101040,protein_coding,23613
ENSG00000266734,,,,
ENSG00000235852,AC005540.1,ENSG00000235852,lncRNA,
ENSG00000160472,TMEM190,ENSG00000160472,protein_coding,147744
ENSG00000188313,PLSCR1,ENSG00000188313,protein_coding,5359
ENSG00000235981,AC023274.2,ENSG00000235981,unprocessed_pseudogene,
ENSG00000224173,LINC02831,ENSG00000224173,lncRNA,102724373
ENSG00000255352,PPP1R10P1,ENSG00000255352,processed_pseudogene,100422381
ENSG00000221751,,,,
ENSG00000085274,MYNN,ENSG00000085274,protein_coding,55892
ENSG00000255606,AP000439.1,ENSG00000255606,lncRNA,
ENSG00000255257,,,,
ENSG00000259900,AC026464.1,ENSG00000259900,protein_coding,
ENSG00000259682,AC091231.2,ENSG00000259682,lncRNA,
ENSG00000240707,LINC01168,ENSG00000240707,lncRNA,399829
ENSG00000160194,NDUFV3,ENSG00000160194,protein_coding,4731
ENSG00000207391,,,,
ENSG00000187536,TPM3P7,ENSG00000187536,processed_pseudogene,751599
ENSG00000237276,ANO7L1,ENSG00000237276,transcribed_unprocessed_pseudogene,101927546
ENSG00000249858,SNX5P1,ENSG00000249858,processed_pseudogene,100131940
ENSG00000226777,FAM30A,ENSG00000226777,lncRNA,9834
ENSG00000267249,AP005482.2,ENSG00000267249,lncRNA,
ENSG00000279171,AC006065.6,ENSG00000279171,TEC,
ENSG00000211833,TRAJ58,ENSG00000211833,TR_J_gene,28697
ENSG00000204604,ZNF468,ENSG00000204604,protein_coding,90333
ENSG00000225942,LINC01875,ENSG00000225942,lncRNA,101927362
ENSG00000156110,ADK,ENSG00000156110,protein_coding,132
ENSG00000117601,SERPINC1,ENSG00000117601,protein_coding,462
ENSG00000257594,GALNT4,ENSG00000257594,protein_coding,8693
ENSG00000197665,AC007952.1,ENSG00000197665,lncRNA,
ENSG00000226436,H3P43,ENSG00000226436,processed_pseudogene,100506811
ENSG00000235510,BX842568.4,ENSG00000235510,unprocessed_pseudogene,
ENSG00000261602,AC092115.2,ENSG00000261602,lncRNA,
ENSG00000132881,CPLANE2,ENSG00000132881,protein_coding,79363
ENSG00000215861,AC245297.1,ENSG00000215861,transcribed_unprocessed_pseudogene,
ENSG00000175489,LRRC25,ENSG00000175489,protein_coding,126364
ENSG00000150764,DIXDC1,ENSG00000150764,protein_coding,85458
ENSG00000258044,AC073569.1,ENSG00000258044,lncRNA,
ENSG00000224516,AC068134.1,ENSG00000224516,lncRNA,
ENSG00000254568,AP003501.1,ENSG00000254568,lncRNA,
ENSG00000205056,LINC02397,ENSG00000205056,lncRNA,100507616
ENSG00000237248,LINC00987,ENSG00000237248,lncRNA,100499405
ENSG00000110429,FBXO3,ENSG00000110429,protein_coding,26273
ENSG00000104964,TLE5,ENSG00000104964,protein_coding,166
ENSG00000279250,AC022919.1,ENSG00000279250,TEC,
ENSG00000243059,RN7SL400P,ENSG00000243059,misc_RNA,106481033
ENSG00000233262,AL356134.1,ENSG00000233262,lncRNA,
ENSG00000225843,NIPA2P1,ENSG00000225843,processed_pseudogene,100132321
ENSG00000256069,A2MP1,ENSG00000256069,transcribed_unprocessed_pseudogene,3
ENSG00000226937,CEP164P1,ENSG00000226937,transcribed_processed_pseudogene,100289237
ENSG00000264124,,,,
ENSG00000222331,,,,
ENSG00000201709,RNU6-686P,ENSG00000201709,snRNA,106481397
ENSG00000198704,GPX6,ENSG00000198704,protein_coding,2882
ENSG00000146678,IGFBP1,ENSG00000146678,protein_coding,3484
ENSG00000215875,ST13P20,ENSG00000215875,processed_pseudogene,729828
ENSG00000227932,SELENOOLP,ENSG00000227932,transcribed_unitary_pseudogene,105376462
ENSG00000167733,HSD11B1L,ENSG00000167733,protein_coding,374875
ENSG00000259415,AC012291.2,ENSG00000259415,lncRNA,
ENSG00000162746,FCRLB,ENSG00000162746,protein_coding,127943
ENSG00000228827,AL929410.1,ENSG00000228827,unprocessed_pseudogene,
ENSG00000271225,BNIP3P4,ENSG00000271225,processed_pseudogene,100289028
ENSG00000260769,,,,
ENSG00000242767,ZBTB20-AS4,ENSG00000242767,lncRNA,100874131
ENSG00000108528,SLC25A11,ENSG00000108528,protein_coding,8402
ENSG00000186765,FSCN2,ENSG00000186765,protein_coding,25794
ENSG00000090661,CERS4,ENSG00000090661,protein_coding,79603
ENSG00000269313,MAGIX,ENSG00000269313,protein_coding,79917
ENSG00000176542,USF3,ENSG00000176542,protein_coding,205717
ENSG00000136869,TLR4,ENSG00000136869,protein_coding,7099
ENSG00000272430,LINC02637,ENSG00000272430,lncRNA,102724350
ENSG00000265696,,,,
ENSG00000237939,IDI1P1,ENSG00000237939,processed_pseudogene,
ENSG00000137404,NRM,ENSG00000137404,protein_coding,11270
ENSG00000253021,RNU6-902P,ENSG00000253021,snRNA,106480619
ENSG00000255076,AC084838.1,ENSG00000255076,lncRNA,
ENSG00000265787,CYP4F35P,ENSG00000265787,transcribed_unprocessed_pseudogene,284233
ENSG00000061676,NCKAP1,ENSG00000061676,protein_coding,10787
ENSG00000269321,AC011466.2,ENSG00000269321,lncRNA,
ENSG00000137563,GGH,ENSG00000137563,protein_coding,8836
ENSG00000188438,DEFB108F,ENSG00000188438,unprocessed_pseudogene,100133128
ENSG00000199744,SNORD36A,ENSG00000199744,snoRNA,26815
ENSG00000197565,COL4A6,ENSG00000197565,protein_coding,1288
ENSG00000201367,RNU6-522P,ENSG00000201367,snRNA,106479797
ENSG00000224282,AC010469.1,ENSG00000224282,processed_pseudogene,
ENSG00000223974,BNIP3P42,ENSG00000223974,processed_pseudogene,106481697
ENSG00000275787,OR7G15P,ENSG00000275787,unprocessed_pseudogene,403300
ENSG00000254660,AP002512.2,ENSG00000254660,processed_pseudogene,
ENSG00000231616,AL354733.2,ENSG00000231616,lncRNA,
ENSG00000177602,HASPIN,ENSG00000177602,protein_coding,83903
ENSG00000064393,HIPK2,ENSG00000064393,protein_coding,28996
ENSG00000226332,AL354836.1,ENSG00000226332,lncRNA,
ENSG00000204011,COL5A1-AS1,ENSG00000204011,lncRNA,414316
ENSG00000258923,MTND5P35,ENSG00000258923,processed_pseudogene,107075119
ENSG00000228734,AC096543.2,ENSG00000228734,lncRNA,
ENSG00000231004,CECR9,ENSG00000231004,TEC,30847
ENSG00000266893,AC005394.1,ENSG00000266893,lncRNA,
ENSG00000265444,MIR4733,ENSG00000265444,miRNA,100616266
ENSG00000250973,KRTAP13-6P,ENSG00000250973,unprocessed_pseudogene,337965
ENSG00000185897,FFAR3,ENSG00000185897,protein_coding,2865
ENSG00000226344,CST12P,ENSG00000226344,unprocessed_pseudogene,106478911
ENSG00000175793,SFN,ENSG00000175793,protein_coding,2810
ENSG00000239053,RNU7-138P,ENSG00000239053,snRNA,106481801
ENSG00000138660,AP1AR,ENSG00000138660,protein_coding,55435
ENSG00000199645,RNU6-1330P,ENSG00000199645,snRNA,106480411
ENSG00000272161,AL589739.1,ENSG00000272161,lncRNA,
ENSG00000268221,OPN1MW,ENSG00000268221,protein_coding,101060233
ENSG00000242103,AC079841.1,ENSG00000242103,processed_pseudogene,
ENSG00000259122,TVP23BP1,ENSG00000259122,unprocessed_pseudogene,100129124
ENSG00000224359,AL358176.1,ENSG00000224359,lncRNA,
ENSG00000227892,OR5P4P,ENSG00000227892,unprocessed_pseudogene,81185
ENSG00000211568,MIR670,ENSG00000211568,miRNA,100313777
ENSG00000271239,AC007423.1,ENSG00000271239,lncRNA,
ENSG00000118804,STBD1,ENSG00000118804,protein_coding,8987
ENSG00000178878,APOLD1,ENSG00000178878,protein_coding,81575
ENSG00000007168,PAFAH1B1,ENSG00000007168,protein_coding,5048
ENSG00000135709,KIAA0513,ENSG00000135709,protein_coding,9764
ENSG00000106144,CASP2,ENSG00000106144,protein_coding,835
ENSG00000234173,AL353784.1,ENSG00000234173,lncRNA,
ENSG00000186907,RTN4RL2,ENSG00000186907,protein_coding,349667
ENSG00000229459,AC023669.1,ENSG00000229459,lncRNA,
ENSG00000222072,,,,
ENSG00000260042,AC025810.1,ENSG00000260042,lncRNA,
ENSG00000252965,,,,
ENSG00000129566,TEP1,ENSG00000129566,protein_coding,7011
ENSG00000220181,MTRES1P1,ENSG00000220181,processed_pseudogene,100129996
ENSG00000241434,AC022137.1,ENSG00000241434,transcribed_processed_pseudogene,
ENSG00000278057,TEX28,ENSG00000278057,protein_coding,1527
ENSG00000257392,AC126177.2,ENSG00000257392,unprocessed_pseudogene,
ENSG00000228293,AL049712.1,ENSG00000228293,lncRNA,
ENSG00000232729,AC211433.1,ENSG00000232729,lncRNA,
ENSG00000231620,AP000855.1,ENSG00000231620,lncRNA,
ENSG00000215126,CBWD6,ENSG00000215126,protein_coding,644019
ENSG00000188396,TCTEX1D4,ENSG00000188396,protein_coding,343521
ENSG00000156535,CD109,ENSG00000156535,protein_coding,135228
ENSG00000234625,LINC00380,ENSG00000234625,lncRNA,101930747
ENSG00000200247,RNU6-254P,ENSG00000200247,snRNA,106479679
ENSG00000112984,KIF20A,ENSG00000112984,protein_coding,10112
ENSG00000235214,FAM83C-AS1,ENSG00000235214,lncRNA,140846
ENSG00000232377,AC016910.1,ENSG00000232377,lncRNA,
ENSG00000197251,LINC00336,ENSG00000197251,lncRNA,401253
ENSG00000073417,PDE8A,ENSG00000073417,protein_coding,5151
ENSG00000254781,GVINP2,ENSG00000254781,processed_pseudogene,100128135
ENSG00000230597,AL136164.1,ENSG00000230597,lncRNA,
ENSG00000242058,RPS4XP19,ENSG00000242058,processed_pseudogene,645573
ENSG00000259821,AC018845.1,ENSG00000259821,lncRNA,
ENSG00000217060,AL135903.1,ENSG00000217060,unprocessed_pseudogene,
ENSG00000249305,AC048346.1,ENSG00000249305,processed_pseudogene,
ENSG00000069943,PIGB,ENSG00000069943,protein_coding,9488
ENSG00000018189,RUFY3,ENSG00000018189,protein_coding,22902
ENSG00000280334,AC009084.2,ENSG00000280334,TEC,
ENSG00000234292,AC123595.1,ENSG00000234292,lncRNA,
ENSG00000255335,LINC02729,ENSG00000255335,lncRNA,102723330
ENSG00000202026,RNU6-1134P,ENSG00000202026,snRNA,106480065
ENSG00000201161,RN7SKP10,ENSG00000201161,misc_RNA,100873873
ENSG00000151640,DPYSL4,ENSG00000151640,protein_coding,10570
ENSG00000235433,MTATP6P17,ENSG00000235433,unprocessed_pseudogene,107075274
ENSG00000256664,AC025423.2,ENSG00000256664,processed_pseudogene,
ENSG00000164845,FAM86FP,ENSG00000164845,transcribed_unprocessed_pseudogene,653113
ENSG00000273576,AC009283.1,ENSG00000273576,lncRNA,
ENSG00000280857,,,,
ENSG00000225146,AC073957.1,ENSG00000225146,lncRNA,
ENSG00000276733,MIR7158,ENSG00000276733,miRNA,102465693
ENSG00000253782,AC091163.2,ENSG00000253782,lncRNA,
ENSG00000162129,CLPB,ENSG00000162129,protein_coding,81570
ENSG00000262461,SPDYE9,ENSG00000262461,protein_coding,
ENSG00000276090,,,,
ENSG00000235639,AC002069.3,ENSG00000235639,processed_pseudogene,
ENSG00000242241,RN7SL306P,ENSG00000242241,misc_RNA,106481006
ENSG00000173209,AHSA2P,ENSG00000173209,transcribed_unitary_pseudogene,130872
ENSG00000238399,MIR2053,ENSG00000238399,miRNA,100302225
ENSG00000273705,,,,
ENSG00000132603,NIP7,ENSG00000132603,protein_coding,51388
ENSG00000137752,CASP1,ENSG00000137752,protein_coding,834
ENSG00000132664,POLR3F,ENSG00000132664,protein_coding,10621
ENSG00000132475,H3-3B,ENSG00000132475,protein_coding,3021
ENSG00000106392,C1GALT1,ENSG00000106392,protein_coding,56913
ENSG00000259767,AC022558.1,ENSG00000259767,lncRNA,
ENSG00000267211,AC003043.1,ENSG00000267211,lncRNA,
ENSG00000259490,IGHV3OR15-7,ENSG00000259490,IG_V_gene,28318
ENSG00000223019,RNA5SP306,ENSG00000223019,rRNA_pseudogene,100873580
ENSG00000125514,LINC00029,ENSG00000125514,lncRNA,100144596
ENSG00000280257,AC007741.1,ENSG00000280257,TEC,
ENSG00000239030,RNU6-956P,ENSG00000239030,snRNA,106480404
ENSG00000263556,RN7SL383P,ENSG00000263556,misc_RNA,106479363
ENSG00000236022,AC106017.1,ENSG00000236022,lncRNA,
ENSG00000171451,DSEL,ENSG00000171451,protein_coding,92126
ENSG00000201555,,,,
ENSG00000266802,AL031428.2,ENSG00000266802,miRNA,
ENSG00000164822,DEFA6,ENSG00000164822,protein_coding,1671
ENSG00000265247,MIR4472-1,ENSG00000265247,miRNA,100616268
ENSG00000155970,MICU3,ENSG00000155970,protein_coding,286097
ENSG00000217315,OR2W2P,ENSG00000217315,unprocessed_pseudogene,81694
ENSG00000168004,PLAAT5,ENSG00000168004,protein_coding,117245
ENSG00000278815,,,,
ENSG00000175707,KDF1,ENSG00000175707,protein_coding,126695
ENSG00000137802,MAPKBP1,ENSG00000137802,protein_coding,23005
ENSG00000248522,SBF1P1,ENSG00000248522,processed_pseudogene,100133234
ENSG00000215482,CALM2P3,ENSG00000215482,processed_pseudogene,807
ENSG00000254588,ETS1-AS1,ENSG00000254588,lncRNA,101929517
ENSG00000270933,AC010719.1,ENSG00000270933,lncRNA,
ENSG00000254747,MTND4LP18,ENSG00000254747,processed_pseudogene,107075101
ENSG00000201775,RNU6-1325P,ENSG00000201775,snRNA,106480145
ENSG00000242995,AL161757.1,ENSG00000242995,processed_pseudogene,
ENSG00000202502,RNA5SP151,ENSG00000202502,rRNA_pseudogene,100873417
ENSG00000074356,NCBP3,ENSG00000074356,protein_coding,55421
ENSG00000120659,TNFSF11,ENSG00000120659,protein_coding,8600
ENSG00000200397,,,,
ENSG00000229379,AC006041.1,ENSG00000229379,lncRNA,
ENSG00000251360,KHDC1P1,ENSG00000251360,transcribed_unprocessed_pseudogene,653194
ENSG00000243829,AC011495.1,ENSG00000243829,processed_pseudogene,
ENSG00000181273,OR5AK2,ENSG00000181273,protein_coding,390181
ENSG00000126464,PRR12,ENSG00000126464,protein_coding,57479
ENSG00000251166,OR7E163P,ENSG00000251166,unprocessed_pseudogene,100131415
ENSG00000107175,CREB3,ENSG00000107175,protein_coding,10488
ENSG00000198217,OR51H2P,ENSG00000198217,transcribed_unprocessed_pseudogene,401664
ENSG00000211887,TRAJ2,ENSG00000211887,TR_J_gene,28753
ENSG00000200674,RN7SKP160,ENSG00000200674,misc_RNA,106479166
ENSG00000273684,,,,
ENSG00000199311,SNORD115-34,ENSG00000199311,snoRNA,100033808
ENSG00000205038,PKHD1L1,ENSG00000205038,protein_coding,93035
ENSG00000234087,AL356299.1,ENSG00000234087,processed_pseudogene,
ENSG00000005844,ITGAL,ENSG00000005844,protein_coding,3683
ENSG00000226820,AL592049.1,ENSG00000226820,unprocessed_pseudogene,
ENSG00000236502,SIX3-AS1,ENSG00000236502,lncRNA,100506108
ENSG00000269925,Z98884.2,ENSG00000269925,lncRNA,
ENSG00000238531,SNORD105B,ENSG00000238531,snoRNA,100113382
ENSG00000233751,RRAS2P2,ENSG00000233751,processed_pseudogene,
ENSG00000260518,BMS1P8,ENSG00000260518,transcribed_unprocessed_pseudogene,653557
ENSG00000261468,AC096921.2,ENSG00000261468,lncRNA,
ENSG00000254973,AC105219.3,ENSG00000254973,lncRNA,
ENSG00000279462,AC093028.1,ENSG00000279462,TEC,
ENSG00000184330,S100A7A,ENSG00000184330,protein_coding,338324
ENSG00000084092,NOA1,ENSG00000084092,protein_coding,84273
ENSG00000250406,AC109811.1,ENSG00000250406,lncRNA,
ENSG00000230364,RPL4P3,ENSG00000230364,processed_pseudogene,391135
ENSG00000169021,UQCRFS1,ENSG00000169021,protein_coding,7386
ENSG00000231271,AP000350.3,ENSG00000231271,unprocessed_pseudogene,
ENSG00000228205,AC131235.1,ENSG00000228205,processed_pseudogene,
ENSG00000252283,AC100852.1,ENSG00000252283,misc_RNA,
ENSG00000233518,RPL7P35,ENSG00000233518,processed_pseudogene,100271216
ENSG00000271565,AL109618.2,ENSG00000271565,processed_pseudogene,
ENSG00000263360,RN7SL134P,ENSG00000263360,misc_RNA,106479271
ENSG00000270996,AC005034.4,ENSG00000270996,lncRNA,
ENSG00000269688,AC008982.2,ENSG00000269688,lncRNA,
ENSG00000010610,CD4,ENSG00000010610,protein_coding,920
ENSG00000248834,MARK2P5,ENSG00000248834,processed_pseudogene,100421485
ENSG00000269931,AL078623.1,ENSG00000269931,lncRNA,
ENSG00000269446,AC006967.3,ENSG00000269446,lncRNA,
ENSG00000145715,RASA1,ENSG00000145715,protein_coding,8831
ENSG00000234373,SNX18P7,ENSG00000234373,processed_pseudogene,100418980
ENSG00000212599,RNU6-279P,ENSG00000212599,snRNA,106479690
ENSG00000260111,AC012184.1,ENSG00000260111,lncRNA,
ENSG00000267731,AC005332.2,ENSG00000267731,lncRNA,
ENSG00000243494,AC011476.1,ENSG00000243494,processed_pseudogene,
ENSG00000230532,AC091133.1,ENSG00000230532,lncRNA,
ENSG00000275651,MIR6851,ENSG00000275651,miRNA,102465512
ENSG00000134121,CHL1,ENSG00000134121,protein_coding,10752
ENSG00000164221,CCDC112,ENSG00000164221,protein_coding,153733
ENSG00000233543,CHTF8P1,ENSG00000233543,processed_pseudogene,677883
ENSG00000279083,AL160274.1,ENSG00000279083,TEC,
ENSG00000167969,ECI1,ENSG00000167969,protein_coding,1632
ENSG00000276288,,,,
ENSG00000226213,UBQLN4P2,ENSG00000226213,processed_pseudogene,100131393
ENSG00000276919,AL117190.7,ENSG00000276919,misc_RNA,
ENSG00000253702,LINC02847,ENSG00000253702,lncRNA,105375823
ENSG00000157833,GAREM2,ENSG00000157833,protein_coding,150946
ENSG00000279805,Z95114.3,ENSG00000279805,TEC,
ENSG00000219700,PTCHD3P3,ENSG00000219700,processed_pseudogene,100533665
ENSG00000178202,POGLUT3,ENSG00000178202,protein_coding,143888
ENSG00000174963,ZIC4,ENSG00000174963,protein_coding,84107
ENSG00000251633,GYG1P1,ENSG00000251633,unprocessed_pseudogene,100132965
ENSG00000266598,AC037487.2,ENSG00000266598,lncRNA,
ENSG00000235718,MFRP,ENSG00000235718,protein_coding,114902
ENSG00000128191,DGCR8,ENSG00000128191,protein_coding,54487
ENSG00000235605,AL355472.1,ENSG00000235605,processed_pseudogene,
ENSG00000232653,GOLGA8N,ENSG00000232653,protein_coding,643699
ENSG00000259276,AC087286.1,ENSG00000259276,lncRNA,
ENSG00000253651,SOD1P3,ENSG00000253651,processed_pseudogene,101060005
ENSG00000175820,CCDC168,ENSG00000175820,protein_coding,643677
ENSG00000279291,,,,
ENSG00000242375,AL590705.3,ENSG00000242375,lncRNA,
ENSG00000250430,AC106872.7,ENSG00000250430,processed_pseudogene,
ENSG00000228561,AC026355.2,ENSG00000228561,lncRNA,
ENSG00000237642,HMGB3P5,ENSG00000237642,processed_pseudogene,645360
ENSG00000261373,VPS9D1-AS1,ENSG00000261373,lncRNA,100128881
ENSG00000226454,AL033380.1,ENSG00000226454,lncRNA,
ENSG00000139579,NABP2,ENSG00000139579,protein_coding,79035
ENSG00000213754,AL356317.1,ENSG00000213754,processed_pseudogene,
ENSG00000019505,SYT13,ENSG00000019505,protein_coding,57586
ENSG00000272736,AC005323.2,ENSG00000272736,lncRNA,
ENSG00000104691,UBXN8,ENSG00000104691,protein_coding,7993
ENSG00000182446,NPLOC4,ENSG00000182446,protein_coding,55666
ENSG00000141741,MIEN1,ENSG00000141741,protein_coding,84299
ENSG00000251178,OR7E21P,ENSG00000251178,unprocessed_pseudogene,9432
ENSG00000038427,VCAN,ENSG00000038427,protein_coding,1462
ENSG00000278231,AL133342.1,ENSG00000278231,lncRNA,
ENSG00000183891,TTC32,ENSG00000183891,protein_coding,130502
ENSG00000164916,FOXK1,ENSG00000164916,protein_coding,221937
ENSG00000223461,AC004471.1,ENSG00000223461,lncRNA,
ENSG00000253683,AC027309.2,ENSG00000253683,processed_pseudogene,
ENSG00000124602,UNC5CL,ENSG00000124602,protein_coding,222643
ENSG00000251102,CTBP2P4,ENSG00000251102,processed_pseudogene,642909
ENSG00000108379,WNT3,ENSG00000108379,protein_coding,7473
ENSG00000172377,OR9I1,ENSG00000172377,protein_coding,219954
ENSG00000258725,PRC1-AS1,ENSG00000258725,lncRNA,100507118
ENSG00000169047,IRS1,ENSG00000169047,protein_coding,3667
ENSG00000188223,AD000671.1,ENSG00000188223,protein_coding,
ENSG00000105364,MRPL4,ENSG00000105364,protein_coding,51073
ENSG00000227139,AC241644.1,ENSG00000227139,lncRNA,
ENSG00000255839,AC117503.1,ENSG00000255839,lncRNA,
ENSG00000226158,CLCP2,ENSG00000226158,processed_pseudogene,100128145
ENSG00000143190,POU2F1,ENSG00000143190,protein_coding,5451
ENSG00000244468,AC093001.1,ENSG00000244468,lncRNA,
ENSG00000167798,C3P1,ENSG00000167798,transcribed_unprocessed_pseudogene,388503
ENSG00000273587,SNORA78,ENSG00000273587,snoRNA,677844
ENSG00000213362,FTH1P12,ENSG00000213362,processed_pseudogene,2504
ENSG00000265739,AC104984.3,ENSG00000265739,lncRNA,
ENSG00000253121,AC120042.2,ENSG00000253121,lncRNA,
ENSG00000213416,KRTAP4-12,ENSG00000213416,protein_coding,83755
ENSG00000233381,AK4P3,ENSG00000233381,processed_pseudogene,645619
ENSG00000198270,TMEM116,ENSG00000198270,protein_coding,89894
ENSG00000207499,AL109920.2,ENSG00000207499,misc_RNA,
ENSG00000261689,AGGF1P4,ENSG00000261689,processed_pseudogene,100129351
ENSG00000242169,AC093789.1,ENSG00000242169,processed_pseudogene,
ENSG00000278757,U6,ENSG00000278757,snRNA,26825
ENSG00000165702,GFI1B,ENSG00000165702,protein_coding,8328
ENSG00000252616,,,,
ENSG00000188691,OR56A5,ENSG00000188691,protein_coding,390084
ENSG00000151014,NOCT,ENSG00000151014,protein_coding,25819
ENSG00000173786,CNP,ENSG00000173786,protein_coding,1267
ENSG00000156709,AIFM1,ENSG00000156709,protein_coding,9131
ENSG00000142002,DPP9,ENSG00000142002,protein_coding,91039
ENSG00000235010,AL512622.1,ENSG00000235010,lncRNA,
ENSG00000206958,,,,
ENSG00000251696,,,,
ENSG00000080608,PUM3,ENSG00000080608,protein_coding,9933
ENSG00000270569,AC068276.1,ENSG00000270569,processed_pseudogene,
ENSG00000206845,RNU6-209P,ENSG00000206845,snRNA,106481242
ENSG00000267346,EIF5AP3,ENSG00000267346,processed_pseudogene,1987
ENSG00000230090,AC108025.1,ENSG00000230090,lncRNA,
ENSG00000236304,AP001189.1,ENSG00000236304,lncRNA,
ENSG00000121853,GHSR,ENSG00000121853,protein_coding,2693
ENSG00000235258,NDUFB4P6,ENSG00000235258,processed_pseudogene,107075097
ENSG00000239576,COX6CP14,ENSG00000239576,processed_pseudogene,106481683
ENSG00000260219,CD2BP2-DT,ENSG00000260219,lncRNA,101928707
ENSG00000126353,CCR7,ENSG00000126353,protein_coding,1236
ENSG00000180219,FAM71C,ENSG00000180219,protein_coding,196472
ENSG00000270916,RPL12P50,ENSG00000270916,processed_pseudogene,107075212
ENSG00000223777,AC092162.1,ENSG00000223777,processed_pseudogene,
ENSG00000269179,AC011452.2,ENSG00000269179,protein_coding,
ENSG00000242028,HYPK,ENSG00000242028,protein_coding,25764
ENSG00000149972,CNTN5,ENSG00000149972,protein_coding,53942
ENSG00000278139,P3R3URF-PIK3R3,ENSG00000278139,protein_coding,
ENSG00000168517,HEXIM2,ENSG00000168517,protein_coding,124790
ENSG00000138593,SECISBP2L,ENSG00000138593,protein_coding,9728
ENSG00000185532,PRKG1,ENSG00000185532,protein_coding,5592
ENSG00000263603,AC127024.2,ENSG00000263603,lncRNA,
ENSG00000254527,ENPP7P12,ENSG00000254527,processed_pseudogene,106480230
ENSG00000160410,SHKBP1,ENSG00000160410,protein_coding,92799
ENSG00000015475,BID,ENSG00000015475,protein_coding,637
ENSG00000230731,AL589745.1,ENSG00000230731,lncRNA,
ENSG00000268908,VN1R92P,ENSG00000268908,unprocessed_pseudogene,100312837
ENSG00000182224,CYB5D1,ENSG00000182224,protein_coding,124637
ENSG00000175893,ZDHHC21,ENSG00000175893,protein_coding,340481
ENSG00000235262,KDM5C-IT1,ENSG00000235262,lncRNA,100874299
ENSG00000199319,RN7SKP25,ENSG00000199319,misc_RNA,106480364
ENSG00000233974,AC138951.1,ENSG00000233974,processed_pseudogene,
ENSG00000165233,CARD19,ENSG00000165233,protein_coding,84270
ENSG00000164040,PGRMC2,ENSG00000164040,protein_coding,10424
ENSG00000251929,RNU6-189P,ENSG00000251929,snRNA,106479650
ENSG00000235982,,,,
ENSG00000230712,GGTLC4P,ENSG00000230712,unprocessed_pseudogene,729838
ENSG00000213630,BOLA3P3,ENSG00000213630,processed_pseudogene,644754
ENSG00000270678,AL670379.6,ENSG00000270678,processed_pseudogene,
ENSG00000199577,RNU6-822P,ENSG00000199577,snRNA,106479930
ENSG00000257731,CR383656.8,ENSG00000257731,processed_pseudogene,
ENSG00000250107,CACNA1G-AS1,ENSG00000250107,lncRNA,253962
ENSG00000217228,GSTA12P,ENSG00000217228,unprocessed_pseudogene,647169
ENSG00000273013,AC117490.2,ENSG00000273013,lncRNA,
ENSG00000218363,SLC25A20P1,ENSG00000218363,processed_pseudogene,789
ENSG00000221075,,,,
ENSG00000199567,,,,
ENSG00000215380,AC090625.1,ENSG00000215380,processed_pseudogene,
ENSG00000271435,TEKT4P3,ENSG00000271435,processed_pseudogene,100873355
ENSG00000272342,LINC01115,ENSG00000272342,lncRNA,339822
ENSG00000238575,AP005136.1,ENSG00000238575,snoRNA,
ENSG00000259985,AC017100.1,ENSG00000259985,lncRNA,
ENSG00000234391,AL606490.6,ENSG00000234391,processed_pseudogene,
ENSG00000202293,SNORD114-22,ENSG00000202293,snoRNA,767600
ENSG00000167912,AC090152.1,ENSG00000167912,lncRNA,
ENSG00000257725,LINC02399,ENSG00000257725,lncRNA,105369891
ENSG00000256417,AC006206.2,ENSG00000256417,lncRNA,
ENSG00000213599,SLX1A-SULT1A3,ENSG00000213599,lncRNA,100526830
ENSG00000213563,C8orf82,ENSG00000213563,protein_coding,414919
ENSG00000171241,SHCBP1,ENSG00000171241,protein_coding,79801
ENSG00000214428,NPM1P10,ENSG00000214428,processed_pseudogene,10837
ENSG00000108823,SGCA,ENSG00000108823,protein_coding,6442
ENSG00000281781,,,,
ENSG00000270823,AC007938.2,ENSG00000270823,lncRNA,
ENSG00000224530,PPIAP10,ENSG00000224530,processed_pseudogene,140913
ENSG00000275206,AL353997.5,ENSG00000275206,unprocessed_pseudogene,
ENSG00000126768,TIMM17B,ENSG00000126768,protein_coding,10245
ENSG00000277793,,,,
ENSG00000136059,VILL,ENSG00000136059,protein_coding,50853
ENSG00000259111,AL079307.2,ENSG00000259111,lncRNA,
ENSG00000068654,POLR1A,ENSG00000068654,protein_coding,25885
ENSG00000276027,RNU12,ENSG00000276027,snRNA,26823
